Option,Statement,Location,True'Branch,No.,False'Branch
innodb_checksum_algorithm, switch ((srv_checksum_algorithm_t)srv_checksum_algorithm),storage/innobase/buf/buf0flu.ccï¼?098,,122,
innodb_checksum_algorithm," if (srv_checksum_algorithm == SRV_CHECKSUM_ALGORITHM_NONE ||
      m_skip_checksum)",storage/innobase/buf/checksum.ccï¼?11,storage/innobase/buf/checksum.ccï¼?13,123,storage/innobase/buf/checksum.cc:16
innodb_checksum_algorithm,if (curr_algo == SRV_CHECKSUM_ALGORITHM_NONE) ,storage/innobase/buf/checksum.ccï¼?00,storage/innobase/buf/checksum.ccï¼?01,124,storage/innobase/buf/checksum.cc:04
innodb_checksum_algorithm,switch (curr_algo),storage/innobase/buf/checksum.ccï¼?64,,125,
innodb_checksum_algorithm,switch (curr_algo),storage/innobase/buf/checksum.ccï¼?18,,126,
innodb_checksum_algorithm,switch (curr_algo),storage/innobase/buf/checksum.ccï¼?19,,127,
innodb_checksum_algorithm,switch (curr_algo),storage/innobase/page/page0page.ccï¼?593,,128,
max_allowed_packet,if (str->length()>current_thd->variables.max_allowed_packet),sql/item_geofunc.ccï¼?476,sql/item_geofunc.ccï¼?477,129,sql/item_geofunc.cc:484
max_allowed_packet," if (!res || res->length() >(uint)base64_encode_max_arg_length() ||
(too_long =((length = base64_needed_encoded_length((uint64)res->length())) >
current_thd->variables.max_allowed_packet)) || tmp_value.alloc((uint)length))",sql/item_strfunc.ccï¼?00,sql/item_strfunc.ccï¼?05,130,sql/item_strfunc.cc:11
max_allowed_packet,if (tmp_value.length() + sep_str->length() + res2->length() >thd->variables.max_allowed_packet) ,sql/item_strfunc.ccï¼?081,sql/item_strfunc.ccï¼?083,131,sql/item_strfunc.cc:085
max_allowed_packet,if (length > current_thd->variables.max_allowed_packet / (uint)count) ,sql/item_strfunc.ccï¼?521,sql/item_strfunc.ccï¼?522,132,sql/item_strfunc.cc:524
max_allowed_packet,if (tot_length > current_thd->variables.max_allowed_packet),sql/item_strfunc.ccï¼?582,sql/item_strfunc.ccï¼?583,133,sql/item_strfunc.cc:586
max_allowed_packet,if (byte_count > current_thd->variables.max_allowed_packet),sql/item_strfunc.ccï¼?685,sql/item_strfunc.ccï¼?686,134,sql/item_strfunc.cc:688
max_allowed_packet,if (byte_count > current_thd->variables.max_allowed_packet),sql/item_strfunc.ccï¼?918,sql/item_strfunc.ccï¼?919,135,sql/item_strfunc.cc:922
max_allowed_packet," if (cast_length >= 0 &&
      static_cast<ulonglong>(cast_length) > thd->variables.max_allowed_packet) ",sql/item_strfunc.ccï¼?435,sql/item_strfunc.ccï¼?437,136,sql/item_strfunc.cc:441
max_allowed_packet, if (tmp_value.length() > current_thd->variables.max_allowed_packet),sql/item_strfunc.ccï¼?605,sql/item_strfunc.ccï¼?606,137,sql/item_strfunc.cc:610
max_allowed_packet,if (new_size > current_thd->variables.max_allowed_packet) ,sql/item_strfunc.ccï¼?011,sql/item_strfunc.ccï¼?012,138,sql/item_strfunc.cc:018
max_allowed_packet, if (str_value.length() + length > current_thd->variables.max_allowed_packet),sql/item.ccï¼?793,sql/item.ccï¼?794,139,sql/item.cc:802
max_allowed_packetï¼Œnet_buffer_length,"if (global_system_variables.net_buffer_length >
      global_system_variables.max_allowed_packet) ",sql/mysqld.cc:10236,sql/mysqld.cc:10237,140,sql/mysqld.cc:10247
max_allowed_packet, if (mysql->options.max_allowed_packet),sql-common/client.cc:6201,sql-common/client.cc:6202,141,sql-common/client.cc:6204
innodb_cmp_per_index_enabled,if (!srv_cmp_per_index_enabled && *(bool *)save) ,storage/innobase/handler/ha_innodb.cc:19875,storage/innobase/handler/ha_innodb.cc:19876,142,storage/innobase/handler/ha_innodb.cc:19879
innodb_cmp_per_index_enabled,if (cmp_per_index_enabled),storage/innobase/page/page0zip.cc:1037,storage/innobase/page/page0zip.cc:1038,143,storage/innobase/page/page0zip.cc:1044
innodb_cmp_per_index_enabled,if (cmp_per_index_enabled) ,storage/innobase/page/page0zip.cc:1184,storage/innobase/page/page0zip.cc:1185,144,storage/innobase/page/page0zip.cc:1190
innodb_cmp_per_index_enabled,if (cmp_per_index_enabled),storage/innobase/page/page0zip.cc:1253,storage/innobase/page/page0zip.cc:1254,145,storage/innobase/page/page0zip.cc:1253
innodb_cmp_per_index_enabled,if (srv_cmp_per_index_enabled),storage/innobase/page/page0zip.cc:1294,storage/innobase/page/page0zip.cc:1295,146,storage/innobase/page/page0zip.cc:1294
innodb_commit_concurrency, if (commit_threads <= innobase_commit_concurrency),storage/innobase/handler/ha_innodb.cc:5378,storage/innobase/handler/ha_innodb.cc:5379,147,storage/innobase/handler/ha_innodb.cc:5385
innodb_commit_concurrency,if (innobase_commit_concurrency > 0),storage/innobase/handler/ha_innodb.cc:5423,storage/innobase/handler/ha_innodb.cc:5424,148,storage/innobase/handler/ha_innodb.cc:5435
max_error_count," if (m_allow_unlimited_conditions ||
      m_conditions_list.elements() < thd->variables.max_error_count) ",sql/sql_error.cc:599,sql/sql_error.cc:601,149,sql/sql_error.cc:606
net_buffer_length,"if (mysql_options(nullptr, MYSQL_OPT_MAX_ALLOWED_PACKET,&opt_max_allowed_packet) ||mysql_options(nullptr, MYSQL_OPT_NET_BUFFER_LENGTH,&opt_net_buffer_length))",client/mysqldump.cc:994,client/mysqldump.cc:998,150,
net_buffer_length, if (total_length + row_length < opt_net_buffer_length),client/mysqldump.cc:3993,client/mysqldump.cc:3994,151,client/mysqldump.cc:3998
net_buffer_length,if (thd->get_protocol_classic()->get_output_packet()->alloc(thd->variables.net_buffer_length)),sql/sql_connect.cc:629,sql/sql_connect.cc:642,152,sql/sql_connect.cc:646
sort_buffer_size,"if (check_if_pq_applicable(trace, param, fs_info, num_rows_estimate,memory_available))",sql/filesort.cc:466,sql/filesort.cc:475,153,sql/filesort.cc:495
sort_buffer_size,"if (!(*tempfile++ = new (thd->mem_root)
 Unique(refpos_order_cmp, (void *)table->file,
table->file->ref_length, thd->variables.sortbuff_size)))",sql/sql_delete.cc:971,sql/sql_delete.cc:974,154,sql/sql_delete.cc:975
sort_buffer_size,  if ((memavl - sizeof(BUFFPEK)) / (sort_length + sizeof(char *)) > UINT_MAX32),storage/myisam/sort.cc:141,storage/myisam/sort.cc:142,155,storage/myisam/sort.cc:145
max_user_connections,"if (global_system_variables.max_user_connections &&
!uc->user_resources.user_conn &&
global_system_variables.max_user_connections < (uint)uc->connections &&
!thd->is_admin_connection())",sql/sql_connect.cc:186,sql/sql_connect.cc:190,156,sql/sql_connect.cc:195
max_user_connections, if (m_table->s->fields >= m_table_schema->max_user_connections_idx()),sql/auth/acl_table_user.cc:1526,sql/auth/acl_table_user.cc:1527,157,
max_user_connections," if ((uc = thd->get_user_connect()) &&
        (uc->user_resources.conn_per_hour || uc->user_resources.user_conn ||
         global_system_variables.max_user_connections) &&
        check_for_max_user_connections(thd, uc)) ",sql/auth/sql_authentication.cc:3613,sql/auth/sql_authentication.cc:3617,158,sql/auth/sql_authentication.cc:3620
"back_log,max_connections",if (back_log == 0 && (back_log = max_connections) > 65535) ,sql/mysqld.cc:4735,sql/mysqld.cc:4735,159,sql/mysqld.cc:4737
bulk_insert_buffer_size, if (num_keys == 0 || num_keys * MI_MIN_SIZE_BULK_INSERT_TREE > cache_size),storage/myisam/mi_write.cc:887,storage/myisam/mi_write.cc:888,160,storage/myisam/mi_write.cc:890
bulk_insert_buffer_size,if (rows && rows * total_keylength < cache_size),storage/myisam/mi_write.cc:890,storage/myisam/mi_write.cc:891,161,storage/myisam/mi_write.cc:893
check_proxy_users,if (!find_any) ,sql/auth/sql_auth_cache.cc:1209,sql/auth/sql_auth_cache.cc:1213,162,sql/auth/sql_auth_cache.cc:1218
check_proxy_users,"if ((!check_proxy_users) && acl_user &&
        !*mpvio.auth_info.authenticated_as) ",sql/auth/sql_authentication.cc:3361,sql/auth/sql_authentication.cc:3366,163,sql/auth/sql_authentication.cc:3375
concurrent_insert,if (using_concurrent_insert),mysys/thr_lock.cc:702,mysys/thr_lock.cc:707,164,mysys/thr_lock.cc:716
concurrent_insert, if (myisam_concurrent_insert) ,storage/myisam/mi_open.cc:510,storage/myisam/mi_open.cc:511,165,storage/myisam/mi_open.cc:527
concurrent_insert,if (share->concurrent_insert),storage/myisam/ft_boolean_search.cc:444,storage/myisam/ft_boolean_search.cc:445,166,storage/myisam/ft_boolean_search.cc:446
concurrent_insert,if (share->concurrent_insert),storage/myisam/ft_nlq_search.cc:135,storage/myisam/ft_nlq_search.cc:136,167,storage/myisam/ft_nlq_search.cc:137
concurrent_insert,if (share->concurrent_insert),storage/myisam/ft_nlq_search.cc:181,storage/myisam/ft_nlq_search.cc:182,168,storage/myisam/ft_nlq_search.cc:184
concurrent_insert,if (info->s->concurrent_insert) ,storage/myisam/mi_dynrec.cc:172,storage/myisam/mi_dynrec.cc:172,169,storage/myisam/mi_dynrec.cc:181
concurrent_insert,if (concurrent_insert),storage/myisam/mi_locking.cc:278,storage/myisam/mi_locking.cc:278,170,
concurrent_insert,if (share->concurrent_insert),storage/myisam/mi_rkey.cc:173,storage/myisam/mi_rkey.cc:173,171,
connect_timeout,"if (mysql->options.connect_timeout && !ctx->non_blocking &&(vio_io_wait(net->vio, VIO_IO_EVENT_READ,get_vio_connect_timeout(mysql)) < 1))",sql-common/client.cc:6209,sql-common/client.cc:6212,172,sql-common/client.cc:6218
connect_timeout, if (!timeout_sec || (timeout_sec > INT_MAX / 1000)),sql-common/client.cc:246,sql-common/client.cc:247,173,sql-common/client.cc:249
cte_max_recursion_depth,"if (++m_recursive_iteration_count >
        thd()->variables.cte_max_recursion_depth)",sql/records.cc:480,sql/records.cc:482,174,sql/records.cc:485
eq_range_index_dive_limit,  if (limit == 0) ,sql/opt_range.cc:15274,sql/opt_range.cc:15274,175,
eq_range_index_dive_limit, if (limit == 1),sql/opt_range.cc:15282,sql/opt_range.cc:15282,176,
eq_range_index_dive_limit,if (*count >= limit),sql/opt_range.cc:15312,sql/opt_range.cc:15312,177,
event_scheduler,if (opt_event_scheduler != Events::EVENTS_DISABLED && !event_already_exists) ,sql/events.cc:378,sql/events.cc:379,178,sql/events.cc:402
event_scheduler, if (opt_event_scheduler != Events::EVENTS_DISABLED),sql/events.cc:535,sql/events.cc:537,179,sql/events.cc:552
event_scheduler,"if (event_queue->init_queue() || load_events_from_db(thd, event_queue) ||
      (opt_event_scheduler == EVENTS_ON && scheduler->start(&err_no)))",sql/events.cc:950,sql/events.cc:951,180,sql/events.cc:957
event_scheduler, if (opt_event_scheduler == EVENTS_DISABLED),sql/events.cc:1091,sql/events.cc:1092,181,sql/events.cc:1094
explain_format,if (explain_thd->lex->explain_format->is_tree()) ,sql/opt_explain.cc:1827,sql/opt_explain.cc:1829,182,sql/opt_explain.cc:1843
explain_format, if (lex->explain_format->is_tree()),sql/opt_explain.cc:2152,sql/opt_explain.cc:2153,183,sql/opt_explain.cc:2186
explain_format, switch (m_format),sql/parse_tree_nodes.cc:3084,,184,
explain_format,if (lex->explain_format == nullptr),sql/parse_tree_nodes.cc:3102,sql/parse_tree_nodes.cc:3102,185,sql/parse_tree_nodes.cc:3104
explain_format,if (fmt->begin_context(CTX_UNION)),sql/sql_union.cc:1019,sql/sql_union.cc:1019,186,
flush, if (flush) ,storage/innobase/os/os0file.cc:5530,storage/innobase/os/os0file.cc:5531,187,storage/innobase/os/os0file.cc:5534
flush,if (flush && os_fsync_threshold != 0),storage/innobase/os/os0file.cc:5611,storage/innobase/os/os0file.cc:5612,188,storage/innobase/os/os0file.cc:5629
flush,if (flush),storage/innobase/os/os0file.cc:5644,storage/innobase/os/os0file.cc:5645,189,storage/innobase/os/os0file.cc:5648
flush,if (flush) ,storage/innobase/fil/fil0fil.cc:5295,storage/innobase/fil/fil0fil.cc:5296,190,
flush,if (!flush) ,storage/innobase/buf/buf0lru.cc:499,storage/innobase/buf/buf0lru.cc:500,191,storage/innobase/buf/buf0lru.cc:509
flush,if (flush) ,storage/innobase/buf/buf0lru.cc:599,storage/innobase/buf/buf0lru.cc:604,192,storage/innobase/buf/buf0lru.cc:606
flush,if (flush),storage/innobase/buf/buf0lru.cc:624,storage/innobase/buf/buf0lru.cc:625,193,storage/innobase/buf/buf0lru.cc:629
flush, if (flush) ,storage/innobase/buf/buf0flu.ccï¼?304,storage/innobase/buf/buf0flu.ccï¼?307,194,storage/innobase/buf/buf0flu.cc:372
flush, if (flush) ,storage/innobase/arch/arch0log.ccï¼?58,storage/innobase/arch/arch0log.ccï¼?59,195,
flush_time,if (flush_time) ,sql/sql_manager.ccï¼?7,sql/sql_manager.ccï¼?8,196,sql/sql_manager.cc:5
flush_time,if (flush_time && flush_time != ~(ulong)0L) ,sql/sql_manager.ccï¼?09,sql/sql_manager.ccï¼?10,197,
"ft_min_word_len,ft_max_word_len","if (((length >= ft_min_word_len &&
!is_stopword((char *)word->pos, word->len)) ||param->trunc) &&length < ft_max_word_len) ",storage/myisam/ft_parser.ccï¼?89,storage/myisam/ft_parser.ccï¼?93,198,storage/myisam/ft_parser.cc:99
"ft_min_word_len,ft_max_word_len","if (skip_stopwords == false ||
        (length >= ft_min_word_len && length < ft_max_word_len &&
         !is_stopword((char *)word->pos, word->len)))",storage/myisam/ft_parser.ccï¼?43,storage/myisam/ft_parser.ccï¼?45,199,storage/myisam/ft_parser.cc:49
ft_query_expansion_limit, if (flags & FT_EXPAND && ft_query_expansion_limit),storage/myisam/ft_nlq_search.ccï¼?53,storage/myisam/ft_nlq_search.ccï¼?54,200,
general_log,if (general_log_table_exists) ,client/mysqldump.ccï¼?663,client/mysqldump.ccï¼?664,201,
general_log, if (opt_general_log_raw || thd->rewritten_query().length() == 0),sql/log_event.ccï¼?930,sql/log_event.ccï¼?931,202,sql/log_event.cc:934
general_log,if (!mysql_general_log.is_open()),sql/log.cc:1266,sql/log.cc:1266,203,sql/log.cc:1268
"general_log,log_output","if (opt_general_log && opt_general_logname &&
      !(log_output_options & LOG_FILE) && !(log_output_options & LOG_NONE))",sql/mysqld.cc:4841,sql/mysqld.cc:4843,204,
general_log,if (opt_general_log && query_logger.reopen_log_file(QUERY_LOG_GENERAL)),sql/mysqld.cc:6240,sql/mysqld.cc:6241,205,
general_log," if (!(m_flags & LOG_GENERAL_LOG) &&
      !(thd->variables.option_bits & OPTION_LOG_OFF)) ",sql/sp_head.cc:2863,sql/sp_head.cc:2866,206,
general_log,if (opt_general_log_raw),sql/sql_parse.cc:1810,sql/sql_parse.cc:1811,207,
general_log, if (!(opt_general_log_raw || thd->slave_thread)) ,sql/sql_parse.cc:4928,sql/sql_parse.cc:4929,208,
"general_log,log_output", if ((options & REFRESH_GENERAL_LOG) && opt_general_log &&(log_output_options & LOG_FILE)),sql/sql_reload.cc:205,sql/sql_reload.cc:207,209,
log_output,if ((log_output_options & LOG_NONE) && (log_output_options & ~LOG_NONE)),sql/mysqld.cc:6219,sql/mysqld.cc:6220,210,
log_output,  if (log_output_options & LOG_TABLE) ,sql/mysqld.cc:6222,sql/mysqld.cc:6224,211,
"log_output,slow_query_log"," if ((options & REFRESH_SLOW_LOG) && opt_slow_log &&
      (log_output_options & LOG_FILE))",sql/sql_reload.cc:201,sql/sql_reload.cc:203,212,
slow_query_log, if (thd->enable_slow_log && opt_slow_log) ,sql/log.cc:1614,sql/log.cc:1615,213,sql/log.cc:1628
slow_query_log, if (opt_slow_log && query_logger.reopen_log_file(QUERY_LOG_SLOW)),sql/mysqld.cc:6235,sql/mysqld.cc:6236,214,
slow_query_log,"  if ((opt_log_slow_admin_statements || opt_log_queries_not_using_indexes ||
       opt_log_slow_slave_statements) &&
      !opt_slow_log)",sql/mysqld.cc:10230,sql/mysqld.cc:10233,215,
"slow_query_log,general_log","if ((thd->sp_runtime_ctx == nullptr) &&
      (general || opt_slow_log || opt_bin_log)) ",,,216,
generated_random_password_length,if (length > 255),sql/auth/sql_user.cc:918,sql/auth/sql_user.cc:918,217,
group_concat_max_len,if (result->length() > item->group_concat_max_len),sql/item_sum.cc:4100,sql/item_sum.cc:4101,218,sql/item_sum.cc:4126
group_concat_max_len,if (group_concat_max_len < thd->variables.group_concat_max_len) {,sql/item_sum.cc:4445,sql/item_sum.cc:4451,219,sql/item_sum.cc:4456
group_concat_max_len,if (length > max_length),sql/field.cc:6950,sql/field.cc:6951,220,sql/field.cc:6956
group_concat_max_len, if (max_characters > CONVERT_IF_BIGGER_TO_BLOB 512),sql/item_sum.cc:4297,sql/item_sum.cc:4298,221,sql/item_sum.cc:4302
host_cache_size, if (table_def_init() | hostname_cache_init(host_cache_size)),sql/mysqld.cc:5598,sql/mysqld.cc:5599,222,
"host_cache_size,max_connections","if (!host_cache_size_specified &&
(host_cache_size = 128 + max_connections) > 628 &&(host_cache_size = 628 + ((max_connections - 500) / 20)) > 2000)",sql/mysqld.cc:4729,sql/mysqld.cc:4732,223,
keep_files_on_create, if (thd->variables.keep_files_on_create),sql/sql_table.cc:8724,sql/sql_table.cc:8725,224,
key_cache_block_size,if (block_length > keycache->key_cache_block_size || offset),mysys/mf_keycache.cc:2171,mysys/mf_keycache.cc:2172,225,
key_cache_block_size,"if (!(block->status & BLOCK_ERROR) &&
          ((page_st == PAGE_TO_BE_READ &&
            (offset || read_length < keycache->key_cache_block_size)) ||
           (page_st == PAGE_WAIT_TO_BE_READ))) ",mysys/mf_keycache.cc:2637,mysys/mf_keycache.cc:2641,226,
key_cache_block_size,"if ((block->status & BLOCK_CHANGED) &&
            (!offset && read_length >= keycache->key_cache_block_size))",mysys/mf_keycache.cc:2711,mysys/mf_keycache.cc:2712,227,mysys/mf_keycache.cc:2714
local_infile,if (using_opt_local_infile),client/mysql.cc:4627,client/mysql.cc:4628,228,
local_infile,if (!(options->local_infile_init && options->local_infile_read &&options->local_infile_end && options->local_infile_error)),libmysql/libmysql.cc:432,libmysql/libmysql.cc:435,229,
local_infile," if ((*options->local_infile_init)(&li_ptr, net_filename,
                                    options->local_infile_userdata))",libmysql/libmysql.cc:447,libmysql/libmysql.cc:448,230,libmysql/libmysql.cc:460
local_infile,"if (!thd->get_protocol()->has_client_capability(CLIENT_LOCAL_FILES) ||
        !opt_local_infile)",sql/sql_load.cc:2118,sql/sql_load.cc:2119,231,sql/sql_load.cc:2124
"log_slow_admin_statements,log_queries_not_using_indexes,slow_query_log","if ((opt_log_slow_admin_statements || opt_log_queries_not_using_indexes ||
       opt_log_slow_slave_statements) &&
      !opt_slow_log)",sql/mysqld.cc:10230,sql/mysqld.cc:10233,232,
log_raw,  if (opt_general_log_raw || thd->rewritten_query().length() == 0),sql/log_event.cc:4930,sql/log_event.cc:4931,233,sql/log_event.cc:4934
log_raw, if (opt_general_log_raw),sql/sql_parse.cc:1810,sql/sql_parse.cc:1811,234,
log_raw,if (!(opt_general_log_raw || thd->slave_thread)) ,sql/sql_parse.cc:4928,sql/sql_parse.cc:4929,235,
log_slow_extra,if (opt_log_slow_extra) ,/sql/log_event.cc:4928,/sql/log_event.cc:4929,236,
log_slow_extra,if (opt_log_slow_extra) ,sql/sql_parse.cc:1532,sql/sql_parse.cc:1533,237,
log_syslog,if (log_syslog_enabled) ,components/logging/log_sink_syseventlog.cc:188,components/logging/log_sink_syseventlog.cc:189,238,components/logging/log_sink_syseventlog.cc:194
log_syslog,if (log_syslog_enabled) ,components/logging/log_sink_syseventlog.cc:211,components/logging/log_sink_syseventlog.cc:211,239,components/logging/log_sink_syseventlog.cc:213
log_syslog, if (!log_syslog_enabled),components/logging/log_sink_syseventlog.cc:744,components/logging/log_sink_syseventlog.cc:744,240,components/logging/log_sink_syseventlog.cc:746
low_priority_updates, if (global_system_variables.low_priority_updates),sql/mysqld.cc:10255,sql/mysqld.cc:10256,241,
low_priority_updates,"if (thd->variables.low_priority_updates &&
             mdl_request->type == MDL_SHARED_WRITE &&
             (table_list->lock_descriptor().type == TL_WRITE_DEFAULT ||
              table_list->lock_descriptor().type ==
                  TL_WRITE_CONCURRENT_DEFAULT)) ",sql/sql_base.cc:2601,sql/sql_base.cc:2614,242,
lower_case_table_names,if (lower_case_table_names == 2),sql/dd_sql_view.cc:285,sql/dd_sql_view.cc:286,243,
lower_case_table_names,if (lower_case_table_names == 2),sql/events.cc:1152,sql/events.cc:1154,244,
lower_case_table_names,if (lower_case_table_names == 2) ,sql/events.cc:711,sql/events.cc:712,245,
lower_case_table_names,if (lower_case_table_names != 2 || (file->ha_table_flags() & HA_FILE_BASED)),sql/handler.cc:2484,sql/handler.cc:2485,246,sql/handler.cc:2487
lower_case_table_names,if (lower_case_table_names == 2) ,sql/item_func.cc:8438,sql/item_func.cc:8439,247,
lower_case_table_names,"if (lower_case_table_names == 1 ||
      (lower_case_table_names == 2 && !alias_name_used())) ",sql/item.cc:2845,/sql/item.cc:2847,248,
lower_case_table_names,if (db_name && lower_case_table_names) ,sql/item.cc:4579,sql/item.cc:4581,249,
lower_case_table_names, if (lower_case_table_names),sql/log_event.cc:418,sql/log_event.cc:419,250,sql/log_event.cc:423
lower_case_table_names, if (lower_case_table_names),sql/log_event.cc:10661,sql/log_event.cc:10662,251,
"lower_case_table_names,lower_case_file_system",if (!lower_case_table_names && lower_case_file_system == 1),sql/mysqld.cc:4903,sql/mysqld.cc:4904,252,sql/mysqld.cc:4915
lower_case_table_names,if (lower_case_table_names) ,sql/parse_tree_nodes.cc:1422,sql/parse_tree_nodes.cc:1423,253,sql/parse_tree_nodes.cc:1428
lower_case_table_names, if (lower_case_table_names),sql/parse_tree_nodes.cc:1458,sql/parse_tree_nodes.cc:1459,254,sql/parse_tree_nodes.cc:1465
lower_case_table_names, if (lower_case_table_names == 2),sql/sp.cc:1104,sql/sp.cc:1105,255,
lower_case_table_names, if (lower_case_table_names ==1),sql/sql_alter.cc:147,sql/sql_alter.cc:150,256,sql/sql_alter.cc:154
lower_case_table_names," if (db && (lower_case_table_names || is_infoschema_db(db, strlen(db)))) ",sql/sql_base.cc:7881,sql/sql_base.cc:7893,257,
lower_case_table_names,"  if (db_name && (lower_case_table_names || is_infoschema_db(db_name, strlen(db_name)))) ",sql/sql_base.cc:9194,sql/sql_base.cc:9204,258,
lower_case_table_names,if (lower_case_table_names == 2),sql/sql_db.cc:371,sql/sql_db.cc:372,259,
lower_case_table_names,  if (lower_case_table_names == 1),sql/sql_lex.cc:2827,sql/sql_lex.cc:2828,260,
lower_case_table_names,"if (lower_case_table_names && !is_infoschema_db(db.str, db.length))",sql/sql_parse.cc:1973,sql/sql_parse.cc:1974,261,
lower_case_table_names, if (lower_case_table_names == 2),sql/sql_rename.cc:561,sql/sql_rename.cc:562,262,
lower_case_table_names, if (lower_case_table_names == 2),sql/sql_show.cc:5122,sql/sql_show.cc:5123,263,
lower_case_table_names,if (lower_case_table_names) ,sql/sql_table.cc:927,sql/sql_table.cc:929,264,
lower_case_table_names, if (lower_case_table_names == 2),sql/sql_table.cc:2990,sql/sql_table.cc:2991,265,
lower_case_table_names,if (lower_case_table_names == 2) ,sql/sql_trigger.cc:123,sql/sql_trigger.cc:124,266,
lower_case_file_system,if (!lower_case_file_system),sql/mysqld.cc:10436,sql/mysqld.cc:10437,267,sql/mysqld.cc:10440
lower_case_file_system,if (lower_case_file_system) ,sql/sql_parse.cc:6601,sql/sql_parse.cc:6602,268,sql/sql_parse.cc:6609
lower_case_file_system,if (!lower_case_file_system),sql/dd/impl/sdi_file.cc:213,sql/dd/impl/sdi_file.cc:214,269,sql/dd/impl/sdi_file.cc:219
lower_case_file_system, if (lower_case_file_system) ,storage/innobase/fil/fil0fil.cc:8880,storage/innobase/fil/fil0fil.cc:8881,270,
lower_case_file_system,if (lower_case_file_system) ,storage/innobase/fil/fil0fil.cc:10422,storage/innobase/fil/fil0fil.cc:10423,271,
lower_case_file_system,if (lower_case_file_system),storage/innobase/handler/ha_innodb.cc:6043,storage/innobase/handler/ha_innodb.cc:6044,272,
